# ID hitSize physics allowLegStep legPhysicsLayer flying naval
0	8.000000	true	false	true	false	false
1	10.000000	true	false	true	false	false
2	13.000000	true	false	true	false	false
3	22.000000	true	false	true	false	false
4	30.000000	true	false	true	false	false
5	8.000000	true	false	true	false	false
6	11.000000	true	false	true	false	false
7	13.000000	true	false	true	false	false
8	24.000000	true	false	true	false	false
9	29.000000	true	false	true	false	false
10	8.000000	true	false	true	false	false
11	13.000000	true	false	true	false	false
12	15.000000	true	false	true	false	false
13	23.000000	true	false	true	false	false
14	26.000000	true	false	true	false	false
15	9.000000	true	false	true	true	false
16	11.000000	true	false	true	true	false
17	20.000000	true	false	true	true	false
18	46.000000	true	false	true	true	false
19	58.000000	true	false	true	true	false
20	6.000000	true	false	true	true	false
21	9.000000	true	false	true	true	false
22	16.049999	true	false	true	true	false
23	36.000000	true	false	true	true	false
24	66.000000	true	false	true	true	false
25	10.000000	true	false	true	false	false
26	13.000000	true	false	true	false	false
27	20.000000	true	false	true	false	false
28	39.000000	true	false	true	false	false
29	58.000000	true	false	true	false	false
30	11.000000	true	false	true	false	false
31	14.000000	true	false	true	false	false
32	20.000000	true	false	true	false	false
33	44.000000	true	false	true	false	false
34	58.000000	true	false	true	false	false
