# ID size group replaceable alwaysReplace rotate quickRotate privileged
0	1	none	true	true	false	true	false
1	1	none	true	false	false	true	false
2	1	none	true	false	false	true	false
3	1	none	true	false	false	true	false
4	1	none	true	false	false	true	false
5	1	none	true	false	false	true	false
6	2	none	true	false	false	true	false
7	3	none	true	false	false	true	false
8	4	none	true	false	false	true	false
9	5	none	true	false	false	true	false
10	6	none	true	false	false	true	false
11	7	none	true	false	false	true	false
12	8	none	true	false	false	true	false
13	9	none	true	false	false	true	false
14	10	none	true	false	false	true	false
15	11	none	true	false	false	true	false
16	12	none	true	false	false	true	false
17	13	none	true	false	false	true	false
18	14	none	true	false	false	true	false
19	15	none	true	false	false	true	false
20	16	none	true	false	false	true	false
21	1	none	true	false	false	true	false
22	1	none	true	false	false	true	false
23	1	none	true	false	false	true	false
24	1	none	true	false	false	true	false
25	1	none	true	false	false	true	false
26	1	none	true	false	false	true	false
27	1	none	true	false	false	true	false
28	1	none	true	false	false	true	false
29	1	none	true	false	false	true	false
30	1	none	true	false	false	true	false
31	1	none	true	false	false	true	false
32	1	none	true	false	false	true	false
33	1	none	true	false	false	true	false
34	1	none	true	false	false	true	false
35	1	none	true	false	false	true	false
36	1	none	true	false	false	true	false
37	1	none	true	false	false	true	false
38	1	none	true	false	false	true	false
39	1	none	true	false	false	true	false
40	1	none	true	false	false	true	false
41	1	none	true	false	false	true	false
42	1	none	true	false	false	true	false
43	1	none	true	false	false	true	false
44	1	none	true	false	false	true	false
45	1	none	true	false	false	true	false
46	1	none	true	false	false	true	false
47	1	none	true	false	false	true	false
48	1	none	true	false	false	true	false
49	1	none	true	false	false	true	false
50	1	none	true	false	false	true	false
51	1	none	true	false	false	true	false
52	1	none	true	false	false	true	false
53	1	none	true	false	false	true	false
54	1	none	true	false	false	true	false
55	1	none	true	false	false	true	false
56	1	none	true	false	false	true	false
57	1	none	true	false	false	true	false
58	1	none	true	false	false	true	false
59	1	none	true	false	false	true	false
60	1	none	true	false	false	true	false
61	1	none	true	false	false	true	false
62	1	none	true	false	false	true	false
63	1	none	true	false	false	true	false
64	1	none	true	false	false	true	false
65	1	none	true	false	false	true	false
66	1	none	true	false	false	true	false
67	1	none	true	false	false	true	false
68	1	none	true	false	false	true	false
69	1	none	true	false	false	true	false
70	1	none	true	false	false	true	false
71	1	none	true	false	false	true	false
72	1	none	true	false	false	true	false
73	1	none	true	false	false	true	false
74	1	none	true	false	false	true	false
75	1	none	true	false	false	true	false
76	1	none	true	false	false	true	false
77	1	none	true	false	false	true	false
78	1	none	true	false	false	true	false
79	1	none	true	false	false	true	false
80	1	none	true	false	false	true	false
81	1	none	true	false	false	true	false
82	1	none	true	false	false	true	false
83	1	none	true	false	false	true	false
84	1	none	true	false	false	true	false
85	1	none	true	false	false	true	false
86	1	none	true	false	false	true	false
87	1	none	true	false	false	true	false
88	1	none	true	false	false	true	false
89	1	none	true	false	false	true	false
90	1	none	true	false	false	true	false
91	1	none	true	false	false	true	false
92	1	none	true	false	false	true	false
93	1	none	true	false	false	true	false
94	1	none	true	false	false	true	false
95	1	none	true	false	false	true	false
96	1	none	true	false	false	true	false
97	1	none	true	false	false	true	false
98	1	none	true	false	false	true	false
99	1	none	true	false	false	true	false
100	1	none	true	false	false	true	false
101	1	none	true	false	false	true	false
102	1	none	true	false	false	true	false
103	1	none	true	false	false	true	false
104	1	none	true	false	false	true	false
105	1	none	true	false	false	true	false
106	1	none	true	false	false	true	false
107	1	none	true	true	false	true	false
108	1	none	true	true	false	true	false
109	1	none	true	true	false	true	false
110	1	none	true	true	false	true	false
111	1	none	true	true	false	true	false
112	1	none	true	true	false	true	false
113	1	none	true	true	false	true	false
114	1	none	true	true	false	true	false
115	1	none	true	true	false	true	false
116	1	none	true	true	false	true	false
117	1	none	true	true	false	true	false
118	1	none	true	true	false	true	false
119	1	none	true	true	false	true	false
120	1	none	true	true	false	true	false
121	1	none	true	true	false	true	false
122	1	none	true	false	false	true	false
123	1	none	true	false	false	true	false
124	1	none	true	false	false	true	false
125	1	none	true	false	false	true	false
126	1	none	true	true	false	true	false
127	1	none	true	true	false	true	false
128	1	none	true	true	false	true	false
129	1	none	true	true	false	true	false
130	1	none	true	false	false	true	false
131	1	none	true	false	false	true	false
132	1	none	true	false	false	true	false
133	1	none	true	false	false	true	false
134	1	none	true	false	false	true	false
135	1	none	true	false	false	true	false
136	1	none	true	false	false	true	false
137	1	none	true	false	false	true	false
138	1	none	true	false	false	true	false
139	1	none	true	false	false	true	false
140	1	none	true	false	false	true	false
141	1	none	true	false	false	true	false
142	1	none	true	false	false	true	false
143	1	none	true	false	false	true	false
144	1	none	true	false	false	true	false
145	1	none	true	false	false	true	false
146	1	none	true	false	false	true	false
147	1	none	true	false	false	true	false
148	1	none	true	false	false	true	false
149	1	none	true	false	false	true	false
150	1	none	true	false	false	true	false
151	1	none	true	false	false	true	false
152	1	none	true	false	false	true	false
153	1	none	true	false	false	true	false
154	1	none	true	false	false	true	false
155	1	none	true	false	false	true	false
156	1	none	true	false	false	true	false
157	1	none	true	false	false	true	false
158	1	none	true	false	false	true	false
159	1	none	true	false	false	true	false
160	1	none	true	false	false	true	false
161	1	none	true	false	true	true	false
162	1	none	true	false	true	true	false
163	1	none	true	false	false	true	false
164	1	none	true	false	false	true	false
165	1	none	true	false	false	true	false
166	1	none	true	false	false	true	false
167	1	none	true	false	false	true	false
168	1	none	true	false	false	true	false
169	1	none	true	false	false	true	false
170	1	none	true	false	false	true	false
171	1	none	true	false	false	true	false
172	1	none	true	false	false	true	false
173	1	none	true	false	false	true	false
174	1	none	true	false	false	true	false
175	1	none	true	false	false	true	false
176	1	none	true	false	false	true	false
177	1	none	true	false	false	true	false
178	1	none	true	false	false	true	false
179	1	none	true	false	false	true	false
180	1	none	true	false	false	true	false
181	2	none	true	false	false	true	false
182	3	none	true	false	false	true	false
183	2	none	true	false	false	true	false
184	3	none	true	false	false	true	false
