# Generated from the local official Mindustry 8 ContentLoader; block-id<TAB>size
0	1
1	1
2	1
3	1
4	1
5	1
6	2
7	3
8	4
9	5
10	6
11	7
12	8
13	9
14	10
15	11
16	12
17	13
18	14
19	15
20	16
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
41	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
51	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
91	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
100	1
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	1
109	1
110	1
111	1
112	1
113	1
114	1
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	1
123	1
124	1
125	1
126	1
127	1
128	1
129	1
130	1
131	1
132	1
133	1
134	1
135	1
136	1
137	1
138	1
139	1
140	1
141	1
142	1
143	1
144	1
145	1
146	1
147	1
148	1
149	1
150	1
151	1
152	1
153	1
154	1
155	1
156	1
157	1
158	1
159	1
160	1
161	1
162	1
163	1
164	1
165	1
166	1
167	1
168	1
169	1
170	1
171	1
172	1
173	1
174	1
175	1
176	1
177	1
178	1
179	1
180	1
181	2
182	3
183	2
184	3
185	2
186	2
187	2
188	3
189	2
190	2
191	2
192	1
193	2
194	3
195	2
196	1
197	2
198	1
199	3
200	3
201	3
202	3
203	2
204	3
205	2
206	3
207	2
208	3
209	1
210	3
211	3
212	3
213	3
214	3
215	3
216	1
217	2
218	1
219	2
220	1
221	2
222	1
223	2
224	1
225	2
226	1
227	2
228	1
229	2
230	1
231	2
232	3
233	4
234	4
235	1
236	2
237	1
238	2
239	2
240	1
241	2
242	1
243	2
244	2
245	1
246	2
247	2
248	3
249	3
250	1
251	1
252	3
253	3
254	3
255	3
256	4
257	1
258	1
259	1
260	1
261	1
262	1
263	1
264	1
265	1
266	1
267	2
268	1
269	1
270	1
271	3
272	1
273	1
274	1
275	1
276	1
277	1
278	1
279	1
280	1
281	3
282	2
283	1
284	2
285	3
286	1
287	1
288	1
289	1
290	2
291	3
292	1
293	1
294	1
295	2
296	1
297	1
298	1
299	1
300	2
301	3
302	1
303	2
304	2
305	1
306	1
307	3
308	1
309	2
310	2
311	3
312	2
313	1
314	3
315	3
316	4
317	1
318	3
319	3
320	3
321	3
322	3
323	5
324	5
325	2
326	2
327	3
328	4
329	2
330	2
331	3
332	3
333	2
334	3
335	2
336	3
337	4
338	5
339	3
340	4
341	5
342	4
343	5
344	6
345	2
346	3
347	2
348	3
349	1
350	2
351	1
352	1
353	2
354	2
355	1
356	2
357	2
358	2
359	2
360	3
361	3
362	3
363	3
364	4
365	4
366	4
367	3
368	3
369	3
370	4
371	4
372	4
373	4
374	4
375	5
376	5
377	3
378	3
379	3
380	3
381	5
382	7
383	9
384	1
385	2
386	3
387	3
388	3
389	3
390	3
391	3
392	5
393	5
394	5
395	5
396	5
397	2
398	3
399	3
400	3
401	3
402	3
403	5
404	3
405	5
406	3
407	5
408	3
409	3
410	1
411	1
412	1
413	1
414	1
415	1
416	5
417	5
418	1
419	1
420	1
421	1
422	1
423	1
424	2
425	3
426	4
427	4
428	7
429	1
430	1
431	1
432	2
433	3
434	1
435	2
436	3
437	6
438	1
439	2
440	3
441	1
442	1
443	1
444	1
445	1
