# Official Mindustry 8: block ID, solid, teamPassable, isFloor, deep, damages.
0	false	false	true	false	false
1	false	false	true	false	false
2	false	false	false	false	false
3	false	false	true	false	false
4	true	false	false	false	false
5	false	false	false	false	false
6	false	false	false	false	false
7	false	false	false	false	false
8	false	false	false	false	false
9	false	false	false	false	false
10	false	false	false	false	false
11	false	false	false	false	false
12	false	false	false	false	false
13	false	false	false	false	false
14	false	false	false	false	false
15	false	false	false	false	false
16	false	false	false	false	false
17	false	false	false	false	false
18	false	false	false	false	false
19	false	false	false	false	false
20	false	false	false	false	false
21	false	false	true	true	false
22	false	false	true	false	false
23	false	false	true	false	false
24	false	false	true	true	false
25	false	false	true	false	false
26	false	false	true	false	false
27	false	false	true	false	false
28	false	false	true	true	false
29	false	false	true	true	false
30	false	false	true	true	true
31	true	false	true	false	false
32	true	false	true	false	false
33	false	false	true	false	false
34	false	false	true	false	false
35	false	false	true	false	false
36	false	false	true	false	false
37	false	false	true	false	false
38	false	false	true	false	false
39	false	false	true	false	false
40	false	false	true	false	false
41	false	false	true	false	false
42	false	false	true	false	false
43	false	false	true	false	false
44	false	false	true	false	false
45	false	false	true	false	false
46	false	false	true	false	false
47	false	false	true	false	false
48	false	false	true	false	false
49	false	false	true	false	false
50	false	false	true	false	false
51	false	false	true	false	false
52	false	false	true	false	false
53	false	false	true	false	false
54	false	false	true	false	false
55	false	false	true	false	false
56	false	false	true	false	false
57	false	false	true	false	false
58	false	false	true	false	false
59	false	false	true	true	false
60	false	false	true	false	false
61	false	false	true	false	false
62	false	false	true	false	false
63	false	false	true	false	false
64	false	false	true	false	false
65	false	false	true	false	false
66	false	false	true	false	false
67	false	false	true	false	false
68	false	false	true	false	false
69	false	false	true	false	false
70	false	false	true	false	false
71	false	false	true	false	false
72	false	false	true	false	false
73	false	false	true	false	false
74	false	false	true	false	false
75	false	false	true	false	false
76	false	false	true	false	false
77	false	false	true	false	false
78	false	false	true	false	false
79	false	false	true	false	false
80	true	false	false	false	false
81	true	false	false	false	false
82	true	false	false	false	false
83	true	false	false	false	false
84	true	false	false	false	false
85	true	false	false	false	false
86	true	false	false	false	false
87	true	false	false	false	false
88	true	false	false	false	false
89	true	false	false	false	false
90	true	false	false	false	false
91	true	false	false	false	false
92	true	false	false	false	false
93	true	false	false	false	false
94	true	false	false	false	false
95	true	false	false	false	false
96	true	false	false	false	false
97	true	false	false	false	false
98	true	false	false	false	false
99	true	false	false	false	false
100	true	false	false	false	false
101	true	false	false	false	false
102	true	false	false	false	false
103	true	false	false	false	false
104	true	false	false	false	false
105	true	false	false	false	false
106	true	false	false	false	false
107	false	false	false	false	false
108	false	false	false	false	false
109	false	false	false	false	false
110	false	false	false	false	false
111	false	false	false	false	false
112	false	false	false	false	false
113	false	false	false	false	false
114	false	false	false	false	false
115	false	false	false	false	false
116	false	false	false	false	false
117	false	false	false	false	false
118	false	false	false	false	false
119	false	false	false	false	false
120	false	false	false	false	false
121	false	false	false	false	false
122	true	false	false	false	false
123	true	false	false	false	false
124	true	false	false	false	false
125	true	false	false	false	false
126	false	false	false	false	false
127	false	false	false	false	false
128	false	false	false	false	false
129	false	false	false	false	false
130	false	false	true	false	false
131	false	false	true	false	false
132	false	false	true	false	false
133	false	false	true	false	false
134	false	false	true	false	false
135	false	false	true	false	false
136	false	false	true	false	false
137	false	false	true	false	false
138	false	false	true	false	false
139	false	false	true	false	false
140	false	false	true	false	false
141	false	false	true	false	false
142	true	false	false	false	false
143	false	false	true	false	false
144	false	false	true	false	false
145	false	false	true	false	false
146	false	false	true	false	false
147	false	false	true	false	false
148	false	false	true	false	false
149	false	false	true	false	false
150	false	false	true	false	false
151	false	false	true	false	false
152	false	false	true	false	false
153	false	false	true	false	false
154	false	false	true	false	false
155	false	false	true	false	false
156	true	false	false	false	false
157	true	false	false	false	false
158	true	false	false	false	false
159	false	false	true	false	false
160	true	false	false	false	false
161	false	false	true	false	false
162	false	false	true	false	false
163	false	false	true	false	false
164	false	false	true	false	false
165	false	false	true	false	false
166	false	false	true	false	false
167	false	false	true	false	false
168	false	false	true	false	false
169	false	false	true	false	false
170	false	false	true	false	false
171	false	false	true	false	false
172	false	false	true	false	false
173	false	false	true	false	false
174	false	false	true	false	false
175	false	false	true	false	false
176	false	false	true	false	false
177	false	false	true	false	false
178	true	false	false	false	false
179	false	false	true	false	false
180	false	false	true	false	false
181	true	false	false	false	false
182	true	false	false	false	false
183	true	false	false	false	false
184	true	false	false	false	false
185	true	false	false	false	false
186	true	false	false	false	false
187	true	false	false	false	false
188	true	false	false	false	false
189	true	false	false	false	false
190	true	false	false	false	false
191	true	false	false	false	false
192	true	false	false	false	false
193	true	false	false	false	false
194	true	false	false	false	false
195	true	false	false	false	false
196	true	false	false	false	false
197	true	false	false	false	false
198	true	false	false	false	false
199	true	false	false	false	false
200	true	false	false	false	false
201	true	false	false	false	false
202	true	false	false	false	false
203	true	false	false	false	false
204	true	false	false	false	false
205	true	false	false	false	false
206	true	false	false	false	false
207	true	false	false	false	false
208	true	false	false	false	false
209	true	false	false	false	false
210	true	false	false	false	false
211	true	false	false	false	false
212	true	false	false	false	false
213	true	false	false	false	false
214	true	false	false	false	false
215	true	false	false	false	false
216	true	false	false	false	false
217	true	false	false	false	false
218	true	false	false	false	false
219	true	false	false	false	false
220	true	false	false	false	false
221	true	false	false	false	false
222	true	false	false	false	false
223	true	false	false	false	false
224	true	false	false	false	false
225	true	false	false	false	false
226	true	false	false	false	false
227	true	false	false	false	false
228	false	false	false	false	false
229	false	false	false	false	false
230	true	false	false	false	false
231	true	false	false	false	false
232	true	false	false	false	false
233	true	false	false	false	false
234	true	false	false	false	false
235	true	false	false	false	false
236	true	false	false	false	false
237	true	false	false	false	false
238	true	false	false	false	false
239	false	true	false	false	false
240	true	false	false	false	false
241	true	false	false	false	false
242	true	false	false	false	false
243	true	false	false	false	false
244	true	false	false	false	false
245	true	false	false	false	false
246	true	false	false	false	false
247	true	false	false	false	false
248	true	false	false	false	false
249	true	false	false	false	false
250	false	false	false	false	false
251	true	false	false	false	false
252	true	false	false	false	false
253	true	false	false	false	false
254	true	false	false	false	false
255	true	false	false	false	false
256	true	false	false	false	false
257	false	false	false	false	false
258	false	false	false	false	false
259	false	false	false	false	false
260	false	false	false	false	false
261	false	false	false	false	false
262	true	false	false	false	false
263	true	false	false	false	false
264	false	false	false	false	false
265	false	false	false	false	false
266	false	false	false	false	false
267	false	false	false	false	false
268	false	false	false	false	false
269	false	false	false	false	false
270	true	false	false	false	false
271	true	false	false	false	false
272	false	false	false	false	false
273	false	false	false	false	false
274	false	false	false	false	false
275	false	false	false	false	false
276	false	false	false	false	false
277	true	false	false	false	false
278	false	false	false	false	false
279	false	false	false	false	false
280	false	false	false	false	false
281	true	false	false	false	false
