# Generated from the local official Mindustry 8 ContentLoader; block-id<TAB>build-time-ticks
0	20.0
1	20.0
2	20.0
3	20.0
4	20.0
5	20.0
6	20.0
7	20.0
8	20.0
9	20.0
10	20.0
11	20.0
12	20.0
13	20.0
14	20.0
15	20.0
16	20.0
17	20.0
18	20.0
19	20.0
20	20.0
21	20.0
22	20.0
23	20.0
24	20.0
25	20.0
26	20.0
27	20.0
28	20.0
29	20.0
30	20.0
31	20.0
32	20.0
33	20.0
34	20.0
35	20.0
36	20.0
37	20.0
38	20.0
39	20.0
40	20.0
41	20.0
42	20.0
43	20.0
44	20.0
45	20.0
46	20.0
47	20.0
48	20.0
49	20.0
50	20.0
51	20.0
52	20.0
53	20.0
54	20.0
55	20.0
56	20.0
57	20.0
58	20.0
59	20.0
60	20.0
61	20.0
62	20.0
63	20.0
64	20.0
65	20.0
66	20.0
67	20.0
68	20.0
69	20.0
70	20.0
71	20.0
72	20.0
73	20.0
74	20.0
75	20.0
76	20.0
77	20.0
78	20.0
79	20.0
80	20.0
81	20.0
82	20.0
83	20.0
84	20.0
85	20.0
86	20.0
87	20.0
88	20.0
89	20.0
90	20.0
91	20.0
92	20.0
93	20.0
94	20.0
95	20.0
96	20.0
97	20.0
98	20.0
99	20.0
100	20.0
101	20.0
102	20.0
103	20.0
104	20.0
105	20.0
106	20.0
107	20.0
108	20.0
109	20.0
110	20.0
111	20.0
112	20.0
113	20.0
114	20.0
115	20.0
116	20.0
117	20.0
118	20.0
119	20.0
120	20.0
121	20.0
122	20.0
123	20.0
124	20.0
125	20.0
126	20.0
127	20.0
128	20.0
129	20.0
130	20.0
131	20.0
132	20.0
133	20.0
134	20.0
135	20.0
136	20.0
137	20.0
138	20.0
139	20.0
140	20.0
141	20.0
142	20.0
143	20.0
144	20.0
145	20.0
146	20.0
147	20.0
148	20.0
149	20.0
150	20.0
151	20.0
152	20.0
153	20.0
154	20.0
155	20.0
156	20.0
157	20.0
158	20.0
159	20.0
160	20.0
161	20.0
162	20.0
163	20.0
164	20.0
165	20.0
166	20.0
167	20.0
168	20.0
169	20.0
170	20.0
171	20.0
172	20.0
173	20.0
174	20.0
175	20.0
176	20.0
177	20.0
178	20.0
179	20.0
180	20.0
181	58.5
182	240.0
183	32.5
184	333.5
185	81.0
186	284.5
187	270.5
188	197.0
189	137.5
190	42.5
191	41.0
192	84.5
193	40.0
194	360.0
195	48.5
196	32.5
197	81.0
198	15.5
199	164.0
200	356.0
201	408.0
202	484.0
203	117.0
204	123.0
205	114.0
206	25.0
207	11.6
208	32.5
209	22.5
210	402.0
211	238.0
212	376.0
213	424.0
214	616.0
215	206.0
216	18.0
217	72.0
218	36.0
219	144.0
220	57.0
221	228.0
222	39.600002
223	158.40001
224	46.8
225	187.2
226	43.2
227	172.8
228	55.199997
229	220.79999
230	12.0
231	48.0
232	108.0
233	192.0
234	288.0
235	57.600002
236	144.0
237	72.0
238	180.0
239	331.2
240	61.200005
241	244.80002
242	90.0
243	360.0
244	328.80002
245	33.5
246	152.0
247	244.0
248	622.0
249	245.0
250	27.1
251	110.0
252	234.0
253	298.0
254	366.0
255	20.0
256	20.0
257	0.5
258	2.2
259	3.1
260	3.8999999
261	4.5
262	7.2
263	29.1
264	7.2000003
265	7.2000003
266	6.0
267	14.400001
268	10.200001
269	10.200001
270	49.0
271	327.5
272	1.2
273	3.9
274	12.0
275	17.6
276	17.6
277	36.0
278	51.0
279	2.7
280	7.5
281	148.0
282	138.0
283	22.5
284	161.0
285	277.5
286	1.5
287	3.5
288	5.0
289	7.0
290	32.5
291	90.0
292	16.0
293	16.0
294	52.1
295	109.0
296	2.4
297	40.800003
298	32.0
299	12.8
300	34.2
301	120.0
302	5.2
303	14.4
304	44.0
305	29.5
306	16.5
307	79.0
308	23.0
309	178.0
310	94.5
311	282.0
312	315.0
313	13.4
314	117.5
315	760.0
316	1775.0
317	9.6
318	56.0
319	972.5
320	72.0
321	142.0
322	336.0
323	948.0
324	2560.0
325	6.0
326	19.0
327	91.5
328	213.0
329	111.0
330	38.0
331	517.0
332	92.0
333	49.0
334	277.0
335	48.0
336	335.0
337	224.0
338	804.0
339	2120.0
340	5200.0
341	18000.0
342	1932.0
343	9590.0
344	18550.0
345	100.0
346	387.5
347	85.0
348	384.5
349	17.5
350	74.0
351	34.5
352	37.0
353	132.5
354	157.0
355	60.0
356	288.0
357	152.5
358	180.0
359	284.0
360	790.0
361	447.5
362	270.0
363	329.0
364	2500.0
365	1552.5
366	1795.0
367	540.0
368	615.0
369	913.0
370	1055.0
371	695.0
372	867.0
373	586.0
374	1910.0
375	2450.0
376	2640.0
377	173.0
378	127.0
379	346.0
380	256.0
381	1880.0
382	6390.0
383	8820.0
384	52.0
385	238.0
386	340.0
387	440.0
388	475.0
389	440.0
390	618.0
391	682.5
392	1135.0
393	1362.0
394	2365.0
395	2805.0
396	1790.0
397	282.0
398	15.0
399	20.0
400	15.0
401	22.5
402	120.0
403	622.0
404	328.0
405	690.0
406	190.0
407	628.0
408	343.0
409	586.0
410	20.0
411	20.0
412	20.0
413	20.0
414	20.0
415	20.0
416	20.0
417	20.0
418	20.0
419	24.0
420	20.0
421	20.0
422	20.0
423	20.0
424	20.0
425	577.0
426	785.0
427	300.0
428	28400.0
429	7.5
430	7.5
431	120.0
432	403.0
433	577.5
434	69.0
435	198.0
436	185.0
437	507.5
438	27.9
439	20.0
440	36.0
441	16.0
442	20.0
443	20.0
444	20.0
445	20.0
