# Official Mindustry 8 base content: block ID, initialized health, armor.
1	40	0.0
2	40	0.0
3	40	0.0
4	40	0.0
5	10	0.0
6	10	0.0
7	10	0.0
8	10	0.0
9	10	0.0
10	10	0.0
11	10	0.0
12	10	0.0
13	10	0.0
14	10	0.0
15	10	0.0
16	10	0.0
17	10	0.0
18	10	0.0
19	10	0.0
20	10	0.0
21	40	0.0
22	40	0.0
23	40	0.0
24	40	0.0
25	40	0.0
26	40	0.0
27	40	0.0
28	40	0.0
29	40	0.0
30	40	0.0
31	40	0.0
32	40	0.0
33	40	0.0
34	40	0.0
35	40	0.0
36	40	0.0
37	40	0.0
38	40	0.0
39	40	0.0
40	40	0.0
41	40	0.0
42	40	0.0
43	40	0.0
44	40	0.0
45	40	0.0
46	40	0.0
47	40	0.0
48	40	0.0
49	40	0.0
50	40	0.0
51	40	0.0
52	40	0.0
53	40	0.0
54	40	0.0
55	40	0.0
56	40	0.0
57	40	0.0
58	40	0.0
59	40	0.0
60	40	0.0
61	40	0.0
62	40	0.0
63	40	0.0
64	40	0.0
65	40	0.0
66	40	0.0
67	40	0.0
68	40	0.0
69	40	0.0
70	40	0.0
71	40	0.0
72	40	0.0
73	40	0.0
74	40	0.0
75	40	0.0
76	40	0.0
77	40	0.0
78	40	0.0
79	40	0.0
80	40	0.0
81	40	0.0
82	40	0.0
83	40	0.0
84	40	0.0
85	40	0.0
86	40	0.0
87	40	0.0
88	40	0.0
89	40	0.0
90	40	0.0
91	40	0.0
92	40	0.0
93	40	0.0
94	40	0.0
95	40	0.0
96	40	0.0
97	40	0.0
98	40	0.0
99	40	0.0
100	40	0.0
101	40	0.0
102	40	0.0
103	40	0.0
104	40	0.0
105	40	0.0
106	40	0.0
107	40	0.0
108	40	0.0
109	40	0.0
110	40	0.0
111	40	0.0
112	40	0.0
113	40	0.0
114	40	0.0
115	40	0.0
116	40	0.0
117	40	0.0
118	40	0.0
119	40	0.0
120	40	0.0
121	40	0.0
122	40	0.0
123	40	0.0
124	40	0.0
125	40	0.0
126	40	0.0
127	40	0.0
128	40	0.0
129	40	0.0
130	40	0.0
131	40	0.0
132	40	0.0
133	40	0.0
134	40	0.0
135	40	0.0
136	40	0.0
137	40	0.0
138	40	0.0
139	40	0.0
140	40	0.0
141	40	0.0
142	40	0.0
143	40	0.0
144	40	0.0
145	40	0.0
146	40	0.0
147	40	0.0
148	40	0.0
149	40	0.0
150	40	0.0
151	40	0.0
152	40	0.0
153	40	0.0
154	40	0.0
155	40	0.0
156	40	0.0
157	40	0.0
158	40	0.0
159	40	0.0
160	40	0.0
161	40	0.0
162	40	0.0
163	40	0.0
164	40	0.0
165	40	0.0
166	40	0.0
167	40	0.0
168	40	0.0
169	40	0.0
170	40	0.0
171	40	0.0
172	40	0.0
173	40	0.0
174	40	0.0
175	40	0.0
176	40	0.0
177	40	0.0
178	40	0.0
179	40	0.0
180	40	0.0
181	160	0.0
182	360	0.0
183	160	0.0
184	395	0.0
185	160	0.0
186	320	0.0
187	190	0.0
188	430	0.0
189	160	0.0
190	160	0.0
191	160	0.0
192	200	0.0
193	160	0.0
194	465	0.0
195	320	0.0
196	40	0.0
197	160	0.0
198	90	0.0
199	575	0.0
200	860	0.0
201	755	0.0
202	860	0.0
203	460	0.0
204	1040	0.0
205	510	0.0
206	645	0.0
207	200	0.0
208	645	0.0
209	70	0.0
210	900	0.0
211	935	0.0
212	825	0.0
213	1150	0.0
214	1115	0.0
215	1005	0.0
216	320	0.0
217	1280	0.0
218	440	0.0
219	1760	0.0
220	500	0.0
221	2000	0.0
222	800	0.0
223	3200	0.0
224	600	0.0
225	2400	0.0
226	920	0.0
227	3680	0.0
228	400	0.0
229	1600	0.0
230	240	0.0
231	960	0.0
232	2160	0.0
233	3840	0.0
234	3520	0.0
235	520	2.0
236	2080	2.0
237	720	14.0
238	2880	14.0
239	2800	14.0
240	1000	20.0
241	4000	20.0
242	1080	16.0
243	4320	16.0
244	4160	15.0
245	80	0.0
246	320	0.0
247	175	0.0
