# Official Mindustry 8: block ID, synthetic, fillsTile, forceDark.
0	false	true	false
1	false	true	false
2	false	true	false
3	false	true	false
4	false	false	false
5	true	true	false
6	true	true	false
7	true	true	false
8	true	true	false
9	true	true	false
10	true	true	false
11	true	true	false
12	true	true	false
13	true	true	false
14	true	true	false
15	true	true	false
16	true	true	false
17	true	true	false
18	true	true	false
19	true	true	false
20	true	true	false
21	false	true	false
22	false	true	false
23	false	true	false
24	false	true	false
25	false	true	false
26	false	true	false
27	false	true	false
28	false	true	false
29	false	true	false
30	false	true	false
31	false	true	false
32	false	true	false
33	false	true	false
34	false	true	false
35	false	true	false
36	false	true	false
37	false	true	false
38	false	true	false
39	false	true	false
40	false	true	false
41	false	true	false
42	false	true	false
43	false	true	false
44	false	true	false
45	false	true	false
46	false	true	false
47	false	true	false
48	false	true	false
49	false	true	false
50	false	true	false
51	false	true	false
52	false	true	false
53	false	true	false
54	false	true	false
55	false	true	false
56	false	true	false
57	false	true	false
58	false	true	false
59	false	true	false
60	false	true	false
61	false	true	false
62	false	true	false
63	false	true	false
64	false	true	false
65	false	true	false
66	false	true	false
67	false	true	false
68	false	true	false
69	false	true	false
70	false	true	false
71	false	true	false
72	false	true	false
73	false	true	false
74	false	true	false
75	false	true	false
76	false	true	false
77	false	true	false
78	false	true	false
79	false	true	false
80	false	true	false
81	false	true	false
82	false	true	false
83	false	true	false
84	false	true	false
85	false	true	false
86	false	true	false
87	false	true	false
88	false	true	false
89	false	true	false
90	false	true	false
91	false	true	false
92	false	true	false
93	false	true	false
94	false	true	false
95	false	true	false
96	false	true	false
97	false	true	false
98	false	true	false
99	false	true	false
100	false	true	false
101	false	true	false
102	false	true	false
103	false	true	false
104	false	true	false
105	false	true	false
106	false	true	false
107	false	true	false
108	false	true	false
109	false	true	false
110	false	true	false
111	false	true	false
112	false	true	false
113	false	true	false
114	false	true	false
115	false	true	false
116	false	true	false
117	false	true	false
118	false	true	false
119	false	true	false
120	false	true	false
121	false	true	false
122	false	true	false
123	false	true	false
124	false	true	false
125	false	true	false
126	false	true	false
127	false	true	false
128	false	true	false
129	false	true	false
130	false	true	false
131	false	true	false
132	false	true	false
133	false	true	false
134	false	true	false
135	false	true	false
136	false	true	false
137	false	true	false
138	false	true	false
139	false	true	false
140	false	true	false
141	false	true	false
142	false	true	false
143	false	true	false
144	false	true	false
145	false	true	false
146	false	true	false
147	false	true	false
148	false	true	false
149	false	true	false
150	false	true	false
151	false	true	false
152	false	true	false
153	false	true	false
154	false	true	false
155	false	true	false
156	false	true	false
157	false	true	false
158	false	true	false
159	false	true	false
160	false	true	false
161	false	true	false
162	false	true	false
163	false	true	false
164	false	true	false
165	false	true	false
166	false	true	false
167	false	true	false
168	false	true	false
169	false	true	false
170	false	true	false
171	false	true	false
172	false	true	false
173	false	true	false
174	false	true	false
175	false	true	false
176	false	true	false
177	false	true	false
178	false	true	false
179	false	true	false
180	false	true	false
181	true	true	false
182	true	true	false
183	true	true	false
184	true	true	false
185	true	true	false
186	true	true	false
187	true	true	false
188	true	true	false
189	true	true	false
190	true	true	false
191	true	true	false
192	true	true	false
193	true	true	false
194	true	true	false
195	true	true	false
196	true	true	false
197	true	true	false
198	true	true	false
199	true	true	false
200	true	true	false
201	true	true	false
202	true	true	false
203	true	true	false
204	true	true	false
205	true	true	false
206	true	true	false
207	true	true	false
208	true	true	false
209	true	true	false
210	true	true	false
211	true	true	false
212	true	true	false
213	true	true	false
214	true	true	false
215	true	true	false
216	true	true	false
217	true	true	false
218	true	true	false
219	true	true	false
220	true	true	false
221	true	true	false
222	true	true	false
223	true	true	false
224	true	true	false
225	true	true	false
226	true	true	false
227	true	true	false
228	true	true	false
229	true	true	false
230	true	true	false
231	true	true	false
232	true	true	false
233	true	true	false
234	true	true	false
235	true	true	false
236	true	true	false
237	true	true	false
238	true	true	false
239	true	true	false
240	true	true	false
241	true	true	false
242	true	true	false
243	true	true	false
244	true	true	false
245	true	true	false
246	true	true	false
247	true	true	false
248	true	true	false
249	true	true	false
250	true	true	false
251	true	true	false
252	true	true	false
253	true	true	false
254	true	true	false
255	true	true	false
256	true	true	false
257	true	true	false
258	true	true	false
259	true	true	false
260	true	true	false
261	true	true	false
262	true	true	false
263	true	true	false
264	true	true	false
265	true	true	false
266	true	true	false
267	true	true	false
268	true	true	false
269	true	true	false
270	true	true	false
271	true	true	false
272	true	true	false
273	true	true	false
274	true	true	false
275	true	true	false
276	true	true	false
277	true	true	false
278	true	true	false
279	true	true	false
280	true	true	false
281	true	true	false
282	true	true	false
283	true	true	false
284	true	true	false
285	true	true	false
286	true	true	false
287	true	true	false
288	true	true	false
289	true	true	false
290	true	true	false
291	true	true	false
292	true	true	false
293	true	true	false
294	true	true	false
295	true	true	false
296	true	true	false
297	true	true	false
298	true	true	false
299	true	true	false
300	true	true	false
301	true	true	false
302	true	true	false
303	true	true	false
304	true	true	false
305	true	true	false
306	true	true	false
307	true	true	false
308	true	true	false
309	true	true	false
310	true	true	false
311	true	true	false
312	true	true	false
313	true	true	false
314	true	true	false
315	true	true	false
316	true	true	false
317	true	true	false
318	true	true	false
319	true	true	false
320	true	true	false
321	true	true	false
322	true	true	false
323	true	true	false
324	true	true	false
325	true	true	false
326	true	true	false
327	true	true	false
328	true	true	false
329	true	true	false
330	true	true	false
331	true	true	false
332	true	true	false
333	true	true	false
334	true	true	false
335	true	true	false
336	true	true	false
337	true	true	false
338	true	true	false
339	true	true	false
340	true	true	false
341	true	true	false
342	true	true	false
343	true	true	false
344	true	true	false
345	true	true	false
346	true	true	false
347	true	true	false
348	true	true	false
349	true	true	false
350	true	true	false
351	true	true	false
352	true	true	false
353	true	true	false
354	true	true	false
355	true	true	false
356	true	true	false
357	true	true	false
358	true	true	false
359	true	true	false
360	true	true	false
361	true	true	false
362	true	true	false
363	true	true	false
364	true	true	false
365	true	true	false
366	true	true	false
367	true	true	false
368	true	true	false
369	true	true	false
370	true	true	false
