0	dagger
1	mace
2	fortress
3	scepter
4	reign
5	nova
6	pulsar
7	quasar
8	vela
9	corvus
10	crawler
11	atrax
12	spiroct
13	arkyid
14	toxopid
15	flare
16	horizon
17	zenith
18	antumbra
19	eclipse
20	mono
21	poly
22	mega
23	quad
24	oct
25	risso
26	minke
27	bryde
28	sei
29	omura
30	retusa
31	oxynoe
32	cyerce
33	aegires
34	navanax
35	alpha
36	beta
37	gamma
38	stell
39	locus
40	precept
41	vanquish
42	conquer
43	merui
44	cleroi
45	anthicus
46	anthicus-missile
47	tecta
48	collaris
49	elude
50	avert
51	obviate
52	quell
53	quell-missile
54	disrupt
55	disrupt-missile
56	renale
57	latum
58	evoke
59	incite
60	emanate
61	block
62	manifold
63	assembly-drone
64	scathe-missile
65	scathe-missile-phase
66	scathe-missile-surge
67	scathe-missile-surge-split
68	turret-unit-build-tower
